run_index,source_path,generated_at_utc,hypothesis_id,title,status,priority,score,next_test
0,manifests/history/research_evidence_graph_20260616_040530.json,2026-06-16T04:05:30.121747+00:00,AH3,Single-head and all-head evidence differ,METHOD_FINDING,,0.0,patch_rank_vs_gate_rank
0,manifests/history/research_evidence_graph_20260616_040530.json,2026-06-16T04:05:30.121747+00:00,AH4,Head-system mixture across L0/L1/L2,OBSERVED,,0.0,multi_head_patch_and_class_contrast
1,manifests/history/research_evidence_graph_20260616_041017.json,2026-06-16T04:10:17.558878+00:00,H2,EdgeConv pseudo-head specialization,CAUSAL_PATCHED,P0,78.0,Add activation-cluster pseudo-heads and random channel-group controls.
1,manifests/history/research_evidence_graph_20260616_041017.json,2026-06-16T04:10:17.558878+00:00,H4,Leading-particle core hypothesis,CAUSAL_PATCHED,P0,72.0,"Run k sweep k=1,2,4,8,16 and per-class particle ablation."
1,manifests/history/research_evidence_graph_20260616_041017.json,2026-06-16T04:10:17.558878+00:00,H1,EdgeConv learned-neighborhood separator,CAUSAL_PATCHED,P0,34.0,Cluster EdgeConv activations and patch learned clusters; run heldout stability.
1,manifests/history/research_evidence_graph_20260616_041017.json,2026-06-16T04:10:17.558878+00:00,H5,Explicit feature-channel class codes,CAUSAL_PATCHED,P1,74.0,Permutation/noise controls and class contrast reports.
1,manifests/history/research_evidence_graph_20260616_041017.json,2026-06-16T04:10:17.558878+00:00,H6,Known-observable alignment,OBSERVED,P1,66.0,Residual analysis after controlling for sdmass/nparticles/tau variables.
1,manifests/history/research_evidence_graph_20260616_041017.json,2026-06-16T04:10:17.558878+00:00,H3,Wqq compact route vs Tbqq wide route,OBSERVED,P1,63.0,Causal route-group patch: compact vs wide edges; regress against jet mass and nparticles.
1,manifests/history/research_evidence_graph_20260616_041017.json,2026-06-16T04:10:17.558878+00:00,H7,Error-route hypothesis,TODO,P2,35.0,Build error atlas true->pred pairs with route stats and signed competing logits.
1,manifests/history/research_evidence_graph_20260616_041017.json,2026-06-16T04:10:17.558878+00:00,H8,Transformer attention route hypothesis,PAUSED,P2,20.0,"Find/train valid ParT checkpoint, then extract attention heads / pair bias."
1,manifests/history/research_evidence_graph_20260616_041017.json,2026-06-16T04:10:17.558878+00:00,AH1,Distributed core-anchor + secondary-context mechanism,OBSERVED_NEEDS_CONTROL,,0.0,particle0_removal_topk_controls
1,manifests/history/research_evidence_graph_20260616_041017.json,2026-06-16T04:10:17.558878+00:00,AH2,Hqql/Tbl high-confidence head-system signature,OBSERVED,,0.0,class_specific_all_head_gradients
1,manifests/history/research_evidence_graph_20260616_041017.json,2026-06-16T04:10:17.558878+00:00,AH3,Single-head and all-head evidence differ,METHOD_FINDING,,0.0,patch_rank_vs_gate_rank
1,manifests/history/research_evidence_graph_20260616_041017.json,2026-06-16T04:10:17.558878+00:00,AH4,Head-system mixture across L0/L1/L2,OBSERVED,,0.0,multi_head_patch_and_class_contrast
2,manifests/history/research_evidence_graph_20260616_041240.json,2026-06-16T04:12:40.863052+00:00,H2,EdgeConv pseudo-head specialization,CAUSAL_PATCHED,P0,78.0,Add activation-cluster pseudo-heads and random channel-group controls.
2,manifests/history/research_evidence_graph_20260616_041240.json,2026-06-16T04:12:40.863052+00:00,H4,Leading-particle core hypothesis,CAUSAL_PATCHED,P0,72.0,"Run k sweep k=1,2,4,8,16 and per-class particle ablation."
2,manifests/history/research_evidence_graph_20260616_041240.json,2026-06-16T04:12:40.863052+00:00,H1,EdgeConv learned-neighborhood separator,CAUSAL_PATCHED,P0,34.0,Cluster EdgeConv activations and patch learned clusters; run heldout stability.
2,manifests/history/research_evidence_graph_20260616_041240.json,2026-06-16T04:12:40.863052+00:00,H5,Explicit feature-channel class codes,CAUSAL_PATCHED,P1,74.0,Permutation/noise controls and class contrast reports.
2,manifests/history/research_evidence_graph_20260616_041240.json,2026-06-16T04:12:40.863052+00:00,H6,Known-observable alignment,OBSERVED,P1,66.0,Residual analysis after controlling for sdmass/nparticles/tau variables.
2,manifests/history/research_evidence_graph_20260616_041240.json,2026-06-16T04:12:40.863052+00:00,H3,Wqq compact route vs Tbqq wide route,OBSERVED,P1,63.0,Causal route-group patch: compact vs wide edges; regress against jet mass and nparticles.
2,manifests/history/research_evidence_graph_20260616_041240.json,2026-06-16T04:12:40.863052+00:00,H7,Error-route hypothesis,TODO,P2,35.0,Build error atlas true->pred pairs with route stats and signed competing logits.
2,manifests/history/research_evidence_graph_20260616_041240.json,2026-06-16T04:12:40.863052+00:00,H8,Transformer attention route hypothesis,PAUSED,P2,20.0,"Find/train valid ParT checkpoint, then extract attention heads / pair bias."
2,manifests/history/research_evidence_graph_20260616_041240.json,2026-06-16T04:12:40.863052+00:00,AH1,Distributed core-anchor + secondary-context mechanism,OBSERVED_NEEDS_CONTROL,,0.0,particle0_removal_topk_controls
2,manifests/history/research_evidence_graph_20260616_041240.json,2026-06-16T04:12:40.863052+00:00,AH2,Hqql/Tbl high-confidence head-system signature,OBSERVED,,0.0,class_specific_all_head_gradients
2,manifests/history/research_evidence_graph_20260616_041240.json,2026-06-16T04:12:40.863052+00:00,AH3,Single-head and all-head evidence differ,METHOD_FINDING,,0.0,patch_rank_vs_gate_rank
2,manifests/history/research_evidence_graph_20260616_041240.json,2026-06-16T04:12:40.863052+00:00,AH4,Head-system mixture across L0/L1/L2,OBSERVED,,0.0,multi_head_patch_and_class_contrast
